Date,CLOSE,Dividend,SplitFactor,CumulativeDividend,cum_factor
2017-03-30,124.6600,0.0000,1.0000,16.9000,1.0000
2017-03-31,124.5500,0.0000,1.0000,16.9000,1.0000
2017-04-03,124.6900,0.0000,1.0000,16.9000,1.0000
2017-04-04,124.6800,0.0000,1.0000,16.9000,1.0000
2017-04-05,124.8000,0.0000,1.0000,16.9000,1.0000
2017-04-06,125.0500,0.0000,1.0000,16.9000,1.0000
2017-04-07,124.9200,0.0000,1.0000,16.9000,1.0000
2017-04-10,124.3400,0.0000,1.0000,16.9000,1.0000
2017-04-11,124.2200,0.0000,1.0000,16.9000,1.0000
2017-04-12,125.4000,0.0000,1.0000,16.9000,1.0000
2017-04-13,124.9900,0.0000,1.0000,16.9000,1.0000
2017-04-17,125.7200,0.0000,1.0000,16.9000,1.0000
2017-04-18,121.8200,0.0000,1.0000,16.9000,1.0000
2017-04-19,121.3700,0.0000,1.0000,16.9000,1.0000
2017-04-20,121.8700,0.0000,1.0000,16.9000,1.0000
2017-04-21,121.7600,0.0000,1.0000,16.9000,1.0000
2017-04-24,122.8900,0.0000,1.0000,16.9000,1.0000
2017-04-25,123.4300,0.0000,1.0000,16.9000,1.0000
