run_id,quarter,as_of_date,ric,market_cap,market_cap_date,is_dividend_payer_12m,rank_market_cap
20260306T105304Z,2011Q2,2011-04-01,OXY.N,84782822657.4,2011-04-01T00:00:00+00:00,1,26
20260306T105304Z,2011Q2,2011-04-01,PEP.OQ,104381700796.68,2011-04-01T00:00:00+00:00,1,21
20260306T105304Z,2011Q2,2011-04-01,PFE.N,162860899133.4,2011-04-01T00:00:00+00:00,1,13
20260306T105304Z,2011Q2,2011-04-01,PG.N,173283524567.04,2011-04-01T00:00:00+00:00,1,9
20260306T105304Z,2011Q2,2011-04-01,PM.N,116249669221.08,2011-04-01T00:00:00+00:00,1,17
20260306T105304Z,2011Q2,2011-04-01,PNC.N,33485390405.28,2011-04-01T00:00:00+00:00,1,68
20260306T105304Z,2011Q2,2011-04-01,PRU.N,30474704598.36,2011-04-01T00:00:00+00:00,1,79
20260306T105304Z,2011Q2,2011-04-01,QCOM.OQ,89534846580.92,2011-04-01T00:00:00+00:00,1,24
20260306T105304Z,2011Q2,2011-04-01,RTX.N,78090148550.1599,2011-04-01T00:00:00+00:00,1,30
20260306T105304Z,2011Q2,2011-04-01,SBUX.OQ,27788500000.0,2011-04-01T00:00:00+00:00,1,85
20260306T105304Z,2011Q2,2011-04-01,SLB.N,127145289150.3,2011-04-01T00:00:00+00:00,1,16
20260306T105304Z,2011Q2,2011-04-01,SO.N,32529891518.13,2011-04-01T00:00:00+00:00,1,70
20260306T105304Z,2011Q2,2011-04-01,SPG.N,31416571522.13,2011-04-01T00:00:00+00:00,1,75
20260306T105304Z,2011Q2,2011-04-01,SYK.N,23629469543.3999,2011-04-01T00:00:00+00:00,1,99
20260306T105304Z,2011Q2,2011-04-01,T.N,181008091320.4,2011-04-01T00:00:00+00:00,1,8
20260306T105304Z,2011Q2,2011-04-01,TGT.N,34902670406.72,2011-04-01T00:00:00+00:00,1,66
20260306T105304Z,2011Q2,2011-04-01,TRV.N,25165266793.31,2011-04-01T00:00:00+00:00,1,93
20260306T105304Z,2011Q2,2011-04-01,TXN.OQ,39746807579.0099,2011-04-01T00:00:00+00:00,1,57
20260306T105304Z,2011Q2,2011-04-01,UNH.N,49128693734.9799,2011-04-01T00:00:00+00:00,1,45
20260306T105304Z,2011Q2,2011-04-01,UNP.N,48216875968.56,2011-04-01T00:00:00+00:00,1,46
20260306T105304Z,2011Q2,2011-04-01,UPS.N,73465660976.4,2011-04-01T00:00:00+00:00,1,32
20260306T105304Z,2011Q2,2011-04-01,USB.N,51370160564.1599,2011-04-01T00:00:00+00:00,1,43
20260306T105304Z,2011Q2,2011-04-01,V.N,52895706106.14,2011-04-01T00:00:00+00:00,1,41
20260306T105304Z,2011Q2,2011-04-01,VZ.N,108834639354.22,2011-04-01T00:00:00+00:00,1,19
20260306T105304Z,2011Q2,2011-04-01,WFC.N,169263872029.42,2011-04-01T00:00:00+00:00,1,11
